network,obj,trial,model,model_paras,time_train,time_total,MAE_train,RMSE_train,R_train,R2_train,MAPE_train,NNSE_train,KGE_train,PCD_train,KLD_train,VAF_train,A30_train,A20_train,MAE_test,RMSE_test,R_test,R2_test,MAPE_test,NNSE_test,KGE_test,PCD_test,KLD_test,VAF_test,A30_test,A20_test
0,MSE,4,AAEO-MLP,1000-50,156.936,156.939,0.58,0.834,0.907,0.823,0.168,0.85,0.86,0.789,21.086,82.298,0.858,0.79,0.899,1.232,0.839,0.664,0.353,0.749,0.734,0.747,-21.786,70.066,0.697,0.579
0,MSE,5,GA-MLP,1000-50-0.85-0.05,100.551,100.555,0.67,0.955,0.878,0.768,0.198,0.811,0.799,0.811,-1.282,77.08,0.852,0.727,1.025,1.374,0.795,0.582,0.357,0.705,0.68,0.72,-29.404,62.651,0.671,0.526
0,MSE,5,DE-MLP,1000-50-0.85-0.8,98.043,98.046,0.73,1.025,0.857,0.733,0.232,0.789,0.771,0.771,30.577,73.258,0.812,0.676,1.039,1.426,0.778,0.55,0.42,0.69,0.585,0.72,-28.543,60.453,0.711,0.553
0,MSE,5,PSO-MLP,1000-50-1.2-1.2-0.4-0.9,98.638,98.642,0.944,1.293,0.764,0.574,0.3,0.701,0.596,0.646,55.678,57.423,0.71,0.551,1.248,1.612,0.71,0.425,0.511,0.635,0.409,0.627,-21.961,48.184,0.579,0.474
0,MSE,5,HHO-MLP,1000-50,179.468,179.472,0.84,1.119,0.826,0.681,0.24,0.758,0.741,0.674,52.004,68.195,0.778,0.619,1.134,1.48,0.731,0.515,0.418,0.673,0.588,0.68,-2.533,53.407,0.605,0.474
0,MSE,5,SSA-MLP,1000-50-0.8-0.2-0.1,182.869,182.872,0.643,0.962,0.874,0.764,0.186,0.809,0.829,0.817,30.52,76.413,0.864,0.727,0.915,1.343,0.784,0.601,0.342,0.715,0.646,0.76,-4.825,61.452,0.697,0.605
0,MSE,5,HGS-MLP,1000-50-0.03-1000,98.751,98.754,0.767,1.061,0.845,0.713,0.228,0.777,0.777,0.731,35.426,71.332,0.795,0.636,1.069,1.465,0.774,0.525,0.421,0.678,0.551,0.693,-36.258,59.722,0.697,0.539
0,MSE,5,MVO-MLP,1000-50-0.2-1.0,99.449,99.453,0.648,0.96,0.875,0.765,0.188,0.81,0.816,0.8,27.617,76.512,0.852,0.767,0.992,1.373,0.78,0.583,0.368,0.706,0.631,0.693,-10.725,60.802,0.671,0.579
0,MSE,5,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,98.515,98.519,0.576,0.827,0.909,0.826,0.166,0.852,0.865,0.806,19.336,82.579,0.858,0.756,0.898,1.201,0.835,0.68,0.321,0.758,0.743,0.707,-7.146,69.668,0.645,0.566
0,MSE,5,EO-MLP,1000-50,100.278,100.282,0.644,0.933,0.882,0.778,0.191,0.818,0.829,0.794,28.001,77.805,0.847,0.733,0.882,1.268,0.826,0.644,0.354,0.737,0.624,0.733,-19.86,67.485,0.724,0.592
0,MSE,5,CHIO-MLP,1000-50-0.06-150,113.399,113.403,0.845,1.123,0.839,0.679,0.238,0.757,0.839,0.743,39.047,67.868,0.756,0.659,1.138,1.492,0.737,0.507,0.39,0.67,0.667,0.667,-3.297,52.595,0.605,0.487
0,MSE,5,FBIO-MLP,1000-50,389.661,389.665,0.595,0.864,0.9,0.81,0.165,0.84,0.855,0.789,25.216,80.986,0.858,0.756,0.858,1.228,0.826,0.666,0.334,0.75,0.69,0.68,-13.455,68.207,0.75,0.658
0,MSE,5,SMA-MLP,1000-50-0.03,100.738,100.742,0.702,1.036,0.852,0.726,0.196,0.785,0.801,0.846,30.25,72.631,0.824,0.699,1.006,1.387,0.78,0.574,0.333,0.701,0.627,0.773,-21,60.783,0.684,0.566
0,MSE,5,CGO-MLP,1000-50,395.01,395.013,0.682,0.986,0.868,0.753,0.201,0.802,0.796,0.8,27.197,75.253,0.869,0.693,0.992,1.396,0.78,0.569,0.379,0.699,0.601,0.693,-22.321,60.833,0.684,0.566
0,MSE,5,AEO-MLP,1000-50,193.153,193.156,0.824,1.139,0.82,0.669,0.246,0.751,0.734,0.691,14.739,67.198,0.767,0.648,1.23,1.568,0.723,0.456,0.458,0.648,0.552,0.613,-28.584,52.064,0.645,0.421
0,MSE,5,IAEO-MLP,1000-50,193.062,193.065,0.695,1.018,0.858,0.736,0.196,0.791,0.818,0.783,36.009,73.602,0.841,0.733,1.021,1.369,0.778,0.585,0.36,0.707,0.688,0.733,-5.726,60.189,0.618,0.526
0,MSE,5,EAEO-MLP,1000-50,194.442,194.446,0.743,1.041,0.851,0.724,0.229,0.784,0.783,0.754,33.151,72.405,0.812,0.67,1.154,1.499,0.766,0.502,0.463,0.668,0.562,0.627,-38.712,58.686,0.645,0.5
0,MSE,5,MAEO-MLP,1000-50,195.273,195.277,0.694,1.009,0.861,0.74,0.191,0.794,0.792,0.76,27.44,74.048,0.83,0.722,0.982,1.402,0.761,0.565,0.346,0.697,0.623,0.68,-3.625,57.89,0.671,0.539
0,MSE,5,AAEO-MLP,1000-50,156.587,156.59,0.618,0.903,0.89,0.792,0.177,0.828,0.843,0.771,24.707,79.237,0.864,0.795,0.898,1.288,0.803,0.633,0.354,0.731,0.664,0.653,-6.144,64.383,0.711,0.645
0,MSE,6,GA-MLP,1000-50-0.85-0.05,100.011,100.014,0.652,0.963,0.874,0.764,0.185,0.809,0.827,0.794,35.593,76.409,0.835,0.716,0.918,1.337,0.785,0.604,0.317,0.717,0.658,0.747,-8.582,61.643,0.697,0.592
0,MSE,6,DE-MLP,1000-50-0.85-0.8,98.469,98.473,0.8,1.075,0.845,0.706,0.22,0.773,0.832,0.737,32.38,70.584,0.812,0.648,1.136,1.421,0.768,0.553,0.402,0.691,0.728,0.653,5.498,56.669,0.618,0.421
0,MSE,6,PSO-MLP,1000-50-1.2-1.2-0.4-0.9,99.22,99.224,0.925,1.279,0.778,0.583,0.236,0.706,0.767,0.714,76.396,58.714,0.733,0.585,1.277,1.813,0.591,0.272,0.356,0.579,0.57,0.64,78.907,29.449,0.513,0.342
0,MSE,6,HHO-MLP,1000-50,179.999,180.002,0.75,1.052,0.847,0.718,0.214,0.78,0.78,0.731,35.304,71.779,0.795,0.688,1.074,1.395,0.782,0.569,0.391,0.699,0.648,0.667,-27.116,60.986,0.697,0.526
0,MSE,6,SSA-MLP,1000-50-0.8-0.2-0.1,183.672,183.675,0.677,0.977,0.87,0.757,0.199,0.804,0.819,0.783,31.545,75.698,0.852,0.688,0.917,1.344,0.796,0.6,0.366,0.714,0.655,0.76,-20.301,63.352,0.737,0.592
0,MSE,6,HGS-MLP,1000-50-0.03-1000,99.158,99.161,0.791,1.094,0.834,0.695,0.229,0.766,0.768,0.731,36.478,69.509,0.801,0.642,1.045,1.47,0.73,0.522,0.394,0.677,0.584,0.693,6.888,53.258,0.618,0.566
0,MSE,6,MVO-MLP,1000-50-0.2-1.0,98.77,98.773,0.629,0.93,0.883,0.78,0.178,0.82,0.835,0.811,24.964,77.979,0.858,0.756,0.953,1.319,0.8,0.615,0.356,0.722,0.67,0.707,-14.053,63.998,0.697,0.566
0,MSE,6,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,98.184,98.187,0.6,0.874,0.898,0.806,0.176,0.837,0.846,0.789,26.119,80.55,0.864,0.79,0.934,1.295,0.805,0.629,0.348,0.729,0.68,0.72,-14.936,64.824,0.697,0.566
0,MSE,6,EO-MLP,1000-50,100.286,100.289,0.623,0.936,0.881,0.777,0.181,0.818,0.832,0.8,27.606,77.702,0.858,0.767,0.959,1.311,0.807,0.62,0.363,0.724,0.642,0.68,-17.783,65.042,0.711,0.566
0,MSE,6,CHIO-MLP,1000-50-0.06-150,112.911,112.915,0.699,1.02,0.858,0.735,0.191,0.79,0.813,0.714,40.135,73.529,0.824,0.744,1.061,1.418,0.752,0.555,0.377,0.692,0.648,0.64,3.946,56.39,0.592,0.487
0,MSE,6,FBIO-MLP,1000-50,388.683,388.686,0.564,0.805,0.914,0.835,0.161,0.858,0.876,0.783,22.643,83.493,0.869,0.784,0.906,1.227,0.828,0.667,0.331,0.75,0.77,0.707,-3.999,67.893,0.697,0.553
0,MSE,6,SMA-MLP,1000-50-0.03,100.451,100.454,0.703,1.034,0.853,0.728,0.214,0.786,0.782,0.783,38.75,72.789,0.812,0.665,1.037,1.441,0.777,0.54,0.429,0.685,0.57,0.72,-34.515,60.247,0.711,0.592
0,MSE,6,CGO-MLP,1000-50,395.462,395.466,0.641,0.966,0.873,0.762,0.181,0.808,0.828,0.777,31.25,76.212,0.852,0.744,0.973,1.353,0.778,0.595,0.359,0.712,0.663,0.68,-4.16,60.56,0.684,0.553
0,MSE,6,AEO-MLP,1000-50,192.183,192.186,0.675,0.997,0.864,0.747,0.196,0.798,0.809,0.783,27.992,74.687,0.852,0.727,0.897,1.307,0.802,0.622,0.35,0.726,0.627,0.76,-9.5,63.945,0.737,0.618
0,MSE,6,IAEO-MLP,1000-50,194.3,194.304,0.679,0.998,0.865,0.746,0.195,0.798,0.782,0.789,34.408,74.634,0.818,0.71,1.015,1.354,0.795,0.594,0.37,0.711,0.606,0.667,-14.182,62.928,0.671,0.579
0,MSE,6,EAEO-MLP,1000-50,193.709,193.712,0.714,1.035,0.853,0.727,0.224,0.786,0.772,0.754,25.636,72.722,0.807,0.676,0.936,1.336,0.799,0.605,0.359,0.717,0.618,0.72,-18.611,63.549,0.763,0.566
0,MSE,6,MAEO-MLP,1000-50,193.952,193.955,0.688,0.987,0.867,0.752,0.196,0.801,0.812,0.8,21.598,75.218,0.841,0.716,0.996,1.372,0.779,0.583,0.358,0.706,0.635,0.68,-10.814,60.694,0.658,0.592
0,MSE,6,AAEO-MLP,1000-50,156.715,156.718,0.603,0.905,0.89,0.791,0.175,0.827,0.838,0.766,25.743,79.134,0.875,0.784,0.911,1.275,0.811,0.64,0.354,0.735,0.691,0.72,-7.848,65.836,0.724,0.566
0,MSE,7,GA-MLP,1000-50-0.85-0.05,100.192,100.196,0.671,0.974,0.871,0.758,0.191,0.805,0.825,0.771,27.46,75.819,0.852,0.733,0.996,1.387,0.776,0.574,0.363,0.701,0.655,0.693,-12.679,60.02,0.684,0.579
0,MSE,7,DE-MLP,1000-50-0.85-0.8,98.24,98.244,0.738,1.053,0.848,0.717,0.214,0.78,0.776,0.726,7.787,71.952,0.881,0.699,1.09,1.474,0.73,0.519,0.366,0.675,0.632,0.613,3.948,52.872,0.658,0.513
0,MSE,7,PSO-MLP,1000-50-1.2-1.2-0.4-0.9,99.428,99.432,0.911,1.2,0.796,0.633,0.27,0.731,0.728,0.669,39.287,63.3,0.733,0.58,1.489,1.73,0.662,0.338,0.523,0.602,0.547,0.6,-17.434,40.816,0.5,0.303
0,MSE,7,HHO-MLP,1000-50,180.515,180.519,0.859,1.15,0.814,0.663,0.245,0.748,0.738,0.691,42.941,66.307,0.767,0.602,1.184,1.596,0.686,0.436,0.439,0.639,0.551,0.64,-8.659,46.595,0.618,0.461
0,MSE,7,SSA-MLP,1000-50-0.8-0.2-0.1,184.479,184.483,0.673,0.968,0.873,0.761,0.2,0.807,0.824,0.766,29.734,76.139,0.824,0.727,0.862,1.268,0.826,0.644,0.355,0.738,0.602,0.693,-13.248,66.565,0.737,0.658
0,MSE,7,HGS-MLP,1000-50-0.03-1000,98.275,98.278,0.805,1.073,0.841,0.707,0.242,0.773,0.773,0.726,36.715,70.675,0.812,0.665,1.093,1.514,0.744,0.493,0.415,0.663,0.664,0.693,-15.408,53.115,0.645,0.513
0,MSE,7,MVO-MLP,1000-50-0.2-1.0,99.131,99.134,0.665,0.979,0.869,0.756,0.198,0.804,0.807,0.817,27.588,75.591,0.835,0.693,0.957,1.377,0.778,0.581,0.359,0.704,0.624,0.707,-12.828,60.447,0.711,0.618
0,MSE,7,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,98.101,98.105,0.608,0.902,0.89,0.793,0.181,0.828,0.841,0.771,26.493,79.289,0.835,0.733,0.965,1.351,0.787,0.596,0.38,0.712,0.652,0.707,-14.578,61.914,0.711,0.592
0,MSE,7,EO-MLP,1000-50,100.939,100.942,0.603,0.902,0.89,0.793,0.18,0.828,0.835,0.777,25.691,79.269,0.864,0.756,0.878,1.234,0.821,0.663,0.323,0.748,0.699,0.707,-8.974,67.397,0.711,0.592
0,MSE,7,CHIO-MLP,1000-50-0.06-150,113.232,113.236,0.792,1.082,0.841,0.702,0.232,0.77,0.823,0.703,49.946,70.169,0.801,0.665,1.163,1.484,0.776,0.512,0.415,0.672,0.669,0.667,-33.83,58.328,0.684,0.474
0,MSE,7,FBIO-MLP,1000-50,390.082,390.086,0.573,0.826,0.909,0.826,0.17,0.852,0.866,0.8,21.001,82.61,0.841,0.79,0.881,1.214,0.832,0.674,0.322,0.754,0.751,0.733,-5.691,68.979,0.697,0.618
0,MSE,7,SMA-MLP,1000-50-0.03,101.121,101.124,0.71,1.032,0.854,0.729,0.208,0.787,0.785,0.777,39.358,72.897,0.812,0.693,1.036,1.43,0.776,0.547,0.407,0.688,0.596,0.707,-32.387,60.233,0.711,0.605
0,MSE,7,CGO-MLP,1000-50,394.513,394.517,0.695,0.98,0.869,0.755,0.203,0.803,0.805,0.8,28.057,75.517,0.847,0.71,1.004,1.381,0.786,0.578,0.38,0.703,0.612,0.693,-21.654,61.748,0.684,0.592
0,MSE,7,AEO-MLP,1000-50,192.452,192.456,0.672,0.977,0.87,0.757,0.192,0.804,0.82,0.771,31.97,75.687,0.852,0.727,1.039,1.414,0.767,0.557,0.379,0.693,0.669,0.64,-14.478,58.263,0.684,0.539
0,MSE,7,IAEO-MLP,1000-50,194.49,194.494,0.747,1.04,0.852,0.725,0.221,0.784,0.776,0.731,22.021,72.499,0.83,0.71,1.082,1.487,0.751,0.511,0.411,0.671,0.599,0.68,-24.66,56.212,0.684,0.579
0,MSE,7,EAEO-MLP,1000-50,195.164,195.167,0.726,1.03,0.854,0.73,0.211,0.787,0.796,0.76,32.069,72.957,0.83,0.665,1.003,1.399,0.779,0.567,0.389,0.698,0.586,0.653,-20.315,60.386,0.711,0.632
0,MSE,7,MAEO-MLP,1000-50,193.922,193.926,0.71,0.976,0.87,0.757,0.202,0.805,0.832,0.766,35.028,75.723,0.841,0.665,1.011,1.364,0.802,0.588,0.362,0.708,0.634,0.693,-32.034,64.301,0.711,0.566
0,MSE,7,AAEO-MLP,1000-50,156.772,156.774,0.622,0.913,0.888,0.788,0.175,0.825,0.842,0.771,26.722,78.774,0.869,0.784,0.915,1.294,0.806,0.629,0.354,0.73,0.657,0.64,-9.109,64.95,0.711,0.632
0,MSE,8,GA-MLP,1000-50-0.85-0.05,100.019,100.023,0.672,0.959,0.875,0.766,0.191,0.81,0.837,0.789,29.94,76.577,0.858,0.739,0.981,1.342,0.793,0.602,0.353,0.715,0.674,0.693,-15.003,62.801,0.684,0.579
0,MSE,8,DE-MLP,1000-50-0.85-0.8,97.967,97.97,0.748,1.05,0.849,0.719,0.215,0.781,0.79,0.754,49.775,72.013,0.801,0.699,1.019,1.341,0.798,0.602,0.368,0.715,0.651,0.653,-19.971,63.638,0.671,0.5
0,MSE,8,PSO-MLP,1000-50-1.2-1.2-0.4-0.9,98.561,98.565,0.854,1.115,0.829,0.683,0.238,0.759,0.755,0.709,64.323,68.601,0.756,0.597,1.103,1.498,0.755,0.504,0.423,0.668,0.53,0.667,-31.032,56.709,0.684,0.605
0,MSE,8,HHO-MLP,1000-50,180.743,180.746,0.872,1.196,0.797,0.635,0.256,0.733,0.706,0.697,35.775,63.543,0.756,0.648,1.21,1.614,0.692,0.423,0.451,0.634,0.532,0.613,-21.345,47.509,0.645,0.513
0,MSE,8,SSA-MLP,1000-50-0.8-0.2-0.1,183.063,183.067,0.685,0.986,0.868,0.753,0.196,0.802,0.82,0.789,26.443,75.262,0.847,0.722,1.01,1.355,0.789,0.594,0.375,0.711,0.637,0.667,-20.307,62.246,0.697,0.513
0,MSE,8,HGS-MLP,1000-50-0.03-1000,99.061,99.064,0.811,1.1,0.832,0.692,0.23,0.764,0.74,0.691,32.652,69.196,0.795,0.665,1.137,1.55,0.715,0.468,0.447,0.653,0.525,0.627,-18.886,51.182,0.658,0.487
0,MSE,8,MVO-MLP,1000-50-0.2-1.0,99.639,99.643,0.672,0.955,0.877,0.768,0.199,0.812,0.808,0.817,19.53,76.814,0.852,0.688,1.022,1.363,0.802,0.589,0.379,0.709,0.611,0.707,-30.71,64.201,0.697,0.605
0,MSE,8,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,98.357,98.36,0.585,0.863,0.9,0.81,0.171,0.841,0.842,0.806,20.542,81.03,0.864,0.795,0.944,1.351,0.796,0.596,0.354,0.712,0.712,0.693,-15.556,62.443,0.697,0.605
0,MSE,8,EO-MLP,1000-50,100.853,100.857,0.652,0.941,0.88,0.775,0.19,0.816,0.83,0.811,28.014,77.454,0.83,0.722,0.917,1.297,0.812,0.628,0.353,0.729,0.633,0.747,-18.524,65.735,0.711,0.605
0,MSE,8,CHIO-MLP,1000-50-0.06-150,113.049,113.051,0.762,1.087,0.841,0.699,0.224,0.769,0.814,0.697,11.645,70.07,0.83,0.676,1.077,1.484,0.756,0.513,0.395,0.672,0.658,0.613,-23.129,55.703,0.658,0.539
0,MSE,8,FBIO-MLP,1000-50,391.35,391.353,0.602,0.868,0.899,0.808,0.17,0.839,0.855,0.783,23.109,80.787,0.858,0.784,0.9,1.25,0.815,0.654,0.324,0.743,0.695,0.707,1.214,66.488,0.737,0.605
0,MSE,8,SMA-MLP,1000-50-0.03,100.301,100.305,0.79,1.148,0.815,0.664,0.235,0.748,0.728,0.771,36.386,66.398,0.818,0.636,1.084,1.468,0.745,0.523,0.36,0.677,0.6,0.693,-16.324,55.401,0.697,0.487
0,MSE,8,CGO-MLP,1000-50,393.153,393.156,0.642,0.976,0.87,0.757,0.186,0.805,0.812,0.811,27.265,75.742,0.852,0.733,0.923,1.324,0.793,0.612,0.341,0.72,0.641,0.76,-7.659,62.852,0.697,0.579
0,MSE,8,AEO-MLP,1000-50,192.89,192.894,0.775,1.088,0.836,0.699,0.226,0.768,0.771,0.72,36.595,69.868,0.807,0.693,1.079,1.475,0.722,0.518,0.39,0.675,0.613,0.613,16.499,52.08,0.632,0.474
0,MSE,8,IAEO-MLP,1000-50,193.071,193.075,0.727,1.065,0.844,0.711,0.223,0.776,0.769,0.726,46.282,71.125,0.818,0.705,1.008,1.389,0.777,0.573,0.408,0.701,0.587,0.653,-14.016,60.076,0.697,0.618
0,MSE,8,EAEO-MLP,1000-50,195.361,195.365,0.725,1.041,0.852,0.724,0.209,0.784,0.814,0.76,42.215,72.441,0.801,0.682,0.998,1.424,0.746,0.551,0.339,0.69,0.66,0.693,11.699,55.422,0.671,0.566
0,MSE,8,MAEO-MLP,1000-50,193.732,193.735,0.707,1.001,0.863,0.745,0.202,0.797,0.796,0.771,18.605,74.539,0.841,0.716,1.058,1.422,0.779,0.553,0.391,0.691,0.608,0.627,-29.268,60.654,0.684,0.487
0,MSE,8,AAEO-MLP,1000-50,157.672,157.674,0.636,0.939,0.881,0.775,0.184,0.817,0.833,0.76,26.606,77.546,0.869,0.744,0.918,1.315,0.802,0.617,0.351,0.723,0.643,0.72,-12.672,64.158,0.711,0.605
0,MSE,9,GA-MLP,1000-50-0.85-0.05,100.829,100.832,0.657,0.931,0.884,0.779,0.192,0.819,0.799,0.8,31.998,77.911,0.852,0.722,0.943,1.316,0.808,0.616,0.361,0.723,0.662,0.693,-21.648,65.203,0.697,0.579
0,MSE,9,DE-MLP,1000-50-0.85-0.8,98.21,98.213,0.746,1.048,0.852,0.72,0.226,0.781,0.747,0.709,-3.117,72.505,0.795,0.693,1.172,1.447,0.782,0.536,0.418,0.683,0.669,0.653,-29.763,59.915,0.618,0.447
0,MSE,9,PSO-MLP,1000-50-1.2-1.2-0.4-0.9,99.661,99.664,0.927,1.248,0.783,0.603,0.287,0.716,0.748,0.629,36.996,60.387,0.756,0.619,1.295,1.687,0.744,0.37,0.531,0.613,0.61,0.6,-53.704,51.611,0.592,0.447
0,MSE,9,HHO-MLP,1000-50,181.392,181.395,0.78,1.129,0.822,0.675,0.232,0.755,0.767,0.743,42.756,67.546,0.801,0.67,1.065,1.5,0.723,0.502,0.366,0.667,0.674,0.653,18.287,50.488,0.632,0.513
0,MSE,9,SSA-MLP,1000-50-0.8-0.2-0.1,182.755,182.758,0.668,0.97,0.872,0.76,0.196,0.807,0.803,0.811,28.025,76.047,0.852,0.71,0.925,1.309,0.813,0.621,0.355,0.725,0.612,0.72,-21.681,65.498,0.697,0.618
0,MSE,9,HGS-MLP,1000-50-0.03-1000,98.661,98.664,0.711,0.978,0.87,0.756,0.201,0.804,0.804,0.731,28.184,75.614,0.847,0.716,0.981,1.364,0.783,0.588,0.37,0.708,0.642,0.707,-13.151,61.323,0.684,0.618
0,MSE,9,MVO-MLP,1000-50-0.2-1.0,98.947,98.951,0.636,0.925,0.884,0.782,0.185,0.821,0.832,0.783,25.034,78.18,0.841,0.756,0.951,1.313,0.801,0.618,0.345,0.724,0.686,0.68,-11.762,64.113,0.658,0.579
0,MSE,9,EFO-MLP,1000-50-0.3-0.85-0.1-0.45,97.871,97.875,0.594,0.869,0.899,0.807,0.174,0.839,0.855,0.823,25.196,80.741,0.858,0.756,1.028,1.383,0.786,0.576,0.392,0.702,0.72,0.64,-14.361,60.211,0.645,0.553
0,MSE,9,EO-MLP,1000-50,101.086,101.09,0.632,0.952,0.877,0.769,0.18,0.813,0.827,0.794,27.153,76.924,0.858,0.727,0.902,1.284,0.802,0.635,0.31,0.733,0.698,0.747,-4.509,64.327,0.711,0.579
0,MSE,9,CHIO-MLP,1000-50-0.06-150,113.459,113.463,0.757,1.012,0.863,0.739,0.243,0.793,0.85,0.709,40.685,73.924,0.767,0.631,1.139,1.534,0.739,0.479,0.452,0.657,0.681,0.667,-19.425,51.144,0.697,0.579
0,MSE,9,FBIO-MLP,1000-50,388.652,388.656,0.541,0.805,0.914,0.835,0.153,0.858,0.866,0.811,18.594,83.494,0.886,0.79,0.834,1.135,0.855,0.715,0.297,0.778,0.735,0.733,-11.545,73.132,0.763,0.632
0,MSE,9,SMA-MLP,1000-50-0.03,101.718,101.721,0.698,1.036,0.852,0.726,0.198,0.785,0.803,0.789,32.228,72.637,0.835,0.716,0.936,1.411,0.749,0.559,0.314,0.694,0.659,0.747,15.08,56.061,0.75,0.539
0,MSE,9,CGO-MLP,1000-50,393.614,393.618,0.647,0.967,0.873,0.762,0.184,0.807,0.821,0.789,29.42,76.16,0.852,0.75,0.96,1.354,0.782,0.594,0.36,0.711,0.653,0.68,-10.357,61.104,0.658,0.566
0,MSE,9,AEO-MLP,1000-50,193.754,193.757,0.65,0.965,0.873,0.763,0.191,0.808,0.826,0.771,24.804,76.258,0.847,0.739,0.995,1.371,0.783,0.584,0.371,0.706,0.657,0.707,-18.483,61.166,0.711,0.553
0,MSE,9,IAEO-MLP,1000-50,193.796,193.799,0.675,0.998,0.864,0.746,0.194,0.797,0.814,0.789,26.6,74.606,0.841,0.693,0.956,1.384,0.773,0.576,0.346,0.702,0.628,0.693,-11.019,59.726,0.697,0.605
0,MSE,9,EAEO-MLP,1000-50,194.83,194.833,0.713,1.039,0.852,0.725,0.212,0.784,0.78,0.783,28.992,72.519,0.812,0.699,0.956,1.381,0.778,0.578,0.354,0.703,0.596,0.707,-13.858,60.259,0.737,0.645
0,MSE,9,MAEO-MLP,1000-50,193.162,193.165,0.682,0.959,0.875,0.766,0.2,0.81,0.823,0.771,26.553,76.58,0.83,0.71,0.979,1.379,0.775,0.579,0.372,0.704,0.627,0.72,-14.307,60.117,0.684,0.579
0,MSE,9,AAEO-MLP,1000-50,152.913,152.916,0.607,0.879,0.896,0.803,0.177,0.835,0.852,0.771,25.069,80.304,0.852,0.778,0.912,1.309,0.797,0.621,0.322,0.725,0.716,0.733,-7.61,63.143,0.737,0.618
